tag,source,out_degree,k,method,seed,sigma0_saa,sigma0_mc,sigma_saa,sigma_mc,R_saa,R_mc,saa_mc_gap,cut_size,hop_mix,stop_reason,seconds,candidates,tie_split_at_cutoff,tie_group_sizes,iterations_done,evaluations,scope_weights,repair_weights,destroy_weights,best_hits_by_heuristic,best_hits_by_hop,best_hits_by_scope,scope_selected,neutral_moves,fallback_used,layer_sizes,q_bounds,param_max_iter,param_segment_length,param_repair_p,param_q_min_frac,param_q_max_frac,param_reaction_factor,param_max_hop_scope,param_fixed_hop_scope
k-sweep,271,30,20,greedy_spectral,,555.114,564.9795,123.816,122.1635,0.7769539229779829,0.78377357054548,-0.006819647567497,20,{0: 20},topk,0.15,30.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
k-sweep,271,30,20,alns,7.0,555.114,564.9795,53.84,69.154,0.903010913073711,0.877599098728361,0.02541181434535,20,{0: 20},max_iter,17.13,,,,300.0,295.0,"{0: 2.1897115976453065, 1: 0.22876792454961012, 2: 0.31137856397030267, 3: 0.3221788786524001}","{'random': 0.7873005758944357, 'probability': 2.0429795527701784, 'degree': 0.28242953648100017, 'bridge': 0.34867844010000015, 'betweenness': 1.667599789588434, 'spectral': 0.7400690205610279}","{'random': 1.1491663961914742, 'worst': 1.8637818041810643, 'related': 0.6500981666903132}","{'random': 3, 'probability': 6, 'degree': 0, 'bridge': 0, 'betweenness': 2, 'spectral': 0}",{0: 11},"{0: 11, 1: 0, 2: 0, 3: 0}","{0: 174, 1: 35, 2: 40, 3: 51}","{'random': 0, 'probability': 4, 'degree': 0, 'bridge': 0, 'betweenness': 0, 'spectral': 0}","{0: 0, 1: 0, 2: 0, 3: 0}","{0: 30, 1: 1875, 2: 13578, 3: 6309}","(2, 8)",300.0,20.0,6.0,0.1,0.4,0.1,3.0,
population,376,4,3,greedy_random,7.0,570.604,571.5265,1.026,1.019,0.9982019053494192,0.9982170555521048,-1.5150202685498826e-05,3,{0: 3},topk,0.0,4.0,"(1, 0)","[1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,376,4,3,greedy_probability,,570.604,571.5265,1.026,1.019,0.9982019053494192,0.9982170555521048,-1.5150202685498826e-05,3,{0: 3},topk,0.0,4.0,"(1, 0)","[2, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,376,4,3,greedy_degree,,570.604,571.5265,1.026,1.019,0.9982019053494192,0.9982170555521048,-1.5150202685498826e-05,3,{0: 3},topk,0.0,4.0,"(1, 0)","[1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,376,4,3,greedy_bridge,,570.604,571.5265,17.374,13.7105,0.9695515629052724,0.9760107361600906,-0.0064591732548182,3,{0: 3},topk,0.02,4.0,"(1, 1)","[2, 2]",,,,,,,,,,,,,,,,,,,,,
population,376,4,3,greedy_betweenness,,570.604,571.5265,1.026,1.019,0.9982019053494192,0.9982170555521048,-1.5150202685498826e-05,3,{0: 3},topk,0.0,4.0,"(1, 1)","[2, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,376,4,3,greedy_spectral,,570.604,571.5265,1.026,1.019,0.9982019053494192,0.9982170555521048,-1.5150202685498826e-05,3,{0: 3},topk,0.0,4.0,"(1, 0)","[1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,376,4,3,alns,7.0,570.604,571.5265,1.026,1.019,0.9982019053494192,0.9982170555521048,-1.5150202685498826e-05,3,{0: 3},max_iter,7.33,,,,300.0,211.0,"{0: 0.2058911320946491, 1: 0.2058911320946491, 2: 0.2058911320946491, 3: 0.2058911320946491}","{'random': 0.25418658283290013, 'probability': 0.2058911320946491, 'degree': 0.22876792454961012, 'bridge': 0.22876792454961012, 'betweenness': 0.2058911320946491, 'spectral': 0.22876792454961012}","{'random': 0.2058911320946491, 'worst': 0.2058911320946491, 'related': 0.2058911320946491}","{'random': 0, 'probability': 0, 'degree': 0, 'bridge': 0, 'betweenness': 0, 'spectral': 0}",{},"{0: 0, 1: 0, 2: 0, 3: 0}","{0: 78, 1: 81, 2: 68, 3: 73}","{'random': 9, 'probability': 8, 'degree': 8, 'bridge': 1, 'betweenness': 12, 'spectral': 7}","{0: 0, 1: 0, 2: 0, 3: 0}","{0: 4, 1: 493, 2: 4900, 3: 13732}","(1, 1)",300.0,20.0,6.0,0.1,0.4,0.1,3.0,
population,637,4,3,greedy_random,7.0,575.3,576.1325,561.15,563.9265,0.0245958630279853,0.0211860986838965,0.0034097643440887,3,{0: 3},topk,0.51,4.0,"(1, 0)","[1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,637,4,3,greedy_probability,,575.3,576.1325,3.624,1.982,0.9937006779071788,0.9965598191388264,-0.0028591412316476,3,{0: 3},topk,0.0,4.0,"(1, 1)","[2, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,637,4,3,greedy_degree,,575.3,576.1325,3.624,1.982,0.9937006779071788,0.9965598191388264,-0.0028591412316476,3,{0: 3},topk,0.0,4.0,"(1, 0)","[1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,637,4,3,greedy_bridge,,575.3,576.1325,3.624,1.982,0.9937006779071788,0.9965598191388264,-0.0028591412316476,3,{0: 3},topk,0.0,4.0,"(3, 1)",[4],,,,,,,,,,,,,,,,,,,,,
population,637,4,3,greedy_betweenness,,575.3,576.1325,3.624,1.982,0.9937006779071788,0.9965598191388264,-0.0028591412316476,3,{0: 3},topk,0.0,4.0,"(1, 0)","[1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,637,4,3,greedy_spectral,,575.3,576.1325,3.624,1.982,0.9937006779071788,0.9965598191388264,-0.0028591412316476,3,{0: 3},topk,0.0,4.0,"(1, 0)","[1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,637,4,3,alns,7.0,575.3,576.1325,3.624,1.982,0.9937006779071788,0.9965598191388264,-0.0028591412316476,3,{0: 3},max_iter,10.84,,,,300.0,206.0,"{0: 0.6563460692435245, 1: 0.8168895938120493, 2: 0.4355108282622176, 3: 0.6906804225994674}","{'random': 0.5935204407382202, 'probability': 0.43030964178245157, 'degree': 0.34867844010000015, 'bridge': 0.859244793154029, 'betweenness': 1.1170860776749352, 'spectral': 0.5396609095496103}","{'random': 0.4022463447006132, 'worst': 0.8741141105508295, 'related': 0.5047612057048043}","{'random': 1, 'probability': 1, 'degree': 0, 'bridge': 2, 'betweenness': 0, 'spectral': 0}",{0: 4},"{0: 4, 1: 0, 2: 0, 3: 0}","{0: 93, 1: 80, 2: 57, 3: 70}","{'random': 5, 'probability': 15, 'degree': 7, 'bridge': 12, 'betweenness': 16, 'spectral': 9}","{0: 0, 1: 0, 2: 0, 3: 0}","{0: 4, 1: 371, 2: 7694, 3: 12019}","(1, 1)",300.0,20.0,6.0,0.1,0.4,0.1,3.0,
population,622,13,5,greedy_random,7.0,600.298,591.7845,487.474,496.5775,0.1879466531622627,0.1608811991527321,0.0270654540095306,5,{0: 5},topk,0.48,13.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,622,13,5,greedy_probability,,600.298,591.7845,69.226,75.4325,0.8846806086310466,0.8725338362190966,0.0121467724119499,5,{0: 5},topk,0.07,13.0,"(2, 8)","[10, 2, 1]",,,,,,,,,,,,,,,,,,,,,
population,622,13,5,greedy_degree,,600.298,591.7845,460.404,434.336,0.2330409230082392,0.2660571542512518,-0.0330162312430126,5,{0: 5},topk,0.42,13.0,"(1, 0)","[2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,622,13,5,greedy_bridge,,600.298,591.7845,470.716,439.178,0.2158627881485528,0.2578751217715233,-0.0420123336229704,5,{0: 5},topk,0.43,13.0,"(5, 8)",[13],,,,,,,,,,,,,,,,,,,,,
population,622,13,5,greedy_betweenness,,600.298,591.7845,460.404,434.336,0.2330409230082392,0.2660571542512518,-0.0330162312430126,5,{0: 5},topk,0.0,13.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,622,13,5,greedy_spectral,,600.298,591.7845,460.404,434.336,0.2330409230082392,0.2660571542512518,-0.0330162312430126,5,{0: 5},topk,0.0,13.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,622,13,5,alns,7.0,600.298,591.7845,63.632,71.5805,0.8939993136742085,0.8790429624297358,0.0149563512444726,5,{0: 5},max_iter,21.59,,,,300.0,255.0,"{0: 2.455462066536111, 1: 1.2459169794795262, 2: 1.2636279669212733, 3: 0.6310731087369901}","{'random': 2.5056176029734956, 'probability': 1.2037154593230004, 'degree': 1.2697432434153488, 'bridge': 2.0400269789513907, 'betweenness': 1.8535573582543805, 'spectral': 1.0775907191290501}","{'random': 1.1050047704285335, 'worst': 2.2058855628018157, 'related': 1.4608929846932504}","{'random': 4, 'probability': 1, 'degree': 2, 'bridge': 1, 'betweenness': 1, 'spectral': 2}","{0: 10, 1: 1}","{0: 10, 1: 1, 2: 0, 3: 0}","{0: 142, 1: 65, 2: 58, 3: 35}","{'random': 2, 'probability': 5, 'degree': 10, 'bridge': 0, 'betweenness': 4, 'spectral': 5}","{0: 0, 1: 0, 2: 0, 3: 0}","{0: 13, 1: 1573, 2: 12756, 3: 7322}","(1, 2)",300.0,20.0,6.0,0.1,0.4,0.1,3.0,
population,1240,7,3,greedy_random,7.0,603.992,614.5905,603.88,614.4925,0.0001854329196412,0.0001594557677023,2.5977151938860743e-05,3,{0: 3},topk,0.55,7.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,1240,7,3,greedy_probability,,603.992,614.5905,18.16,16.3065,0.9699333766010144,0.9734676992241176,-0.003534322623103,3,{0: 3},topk,0.02,7.0,"(2, 0)","[4, 2, 1]",,,,,,,,,,,,,,,,,,,,,
population,1240,7,3,greedy_degree,,603.992,614.5905,24.774,34.2995,0.9589829004357674,0.9441912948540532,0.0147916055817142,3,{0: 3},topk,0.03,7.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,1240,7,3,greedy_bridge,,603.992,614.5905,601.22,612.499,0.0045894647611225,0.0034030789607063,0.0011863858004161,3,{0: 3},topk,0.53,7.0,"(3, 2)","[5, 2]",,,,,,,,,,,,,,,,,,,,,
population,1240,7,3,greedy_betweenness,,603.992,614.5905,24.774,34.2995,0.9589829004357674,0.9441912948540532,0.0147916055817142,3,{0: 3},topk,0.0,7.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,1240,7,3,greedy_spectral,,603.992,614.5905,24.774,34.2995,0.9589829004357674,0.9441912948540532,0.0147916055817142,3,{0: 3},topk,0.0,7.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,1240,7,3,alns,7.0,603.992,614.5905,5.142,5.9465,0.9914866422071816,0.9903244518097822,0.0011621903973992,3,{0: 3},max_iter,19.36,,,,300.0,244.0,"{0: 1.7144135445675872, 1: 1.7691287922075545, 2: 2.3525457877190554, 3: 1.8304912664679804}","{'random': 1.374008547245889, 'probability': 2.127735982512154, 'degree': 2.0557230730492244, 'bridge': 1.911069546618421, 'betweenness': 1.362941510781146, 'spectral': 1.5516651885866826}","{'random': 1.8272952836409562, 'worst': 2.1441718891106767, 'related': 1.3613959051887397}","{'random': 1, 'probability': 3, 'degree': 2, 'bridge': 1, 'betweenness': 0, 'spectral': 1}","{2: 2, 1: 2, 3: 1, 0: 3}","{0: 3, 1: 2, 2: 2, 3: 1}","{0: 76, 1: 88, 2: 72, 3: 64}","{'random': 7, 'probability': 9, 'degree': 12, 'bridge': 10, 'betweenness': 11, 'spectral': 9}","{0: 0, 1: 0, 2: 0, 3: 0}","{0: 7, 1: 122, 2: 2982, 3: 14095}","(1, 1)",300.0,20.0,6.0,0.1,0.4,0.1,3.0,
population,256,11,5,greedy_random,7.0,625.82,626.035,620.304,619.8455,0.008814035984788,0.0098868274138026,-0.0010727914290146,5,{0: 5},topk,0.55,11.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,256,11,5,greedy_probability,,625.82,626.035,41.682,47.567,0.9333961842063212,0.9240186251567404,0.0093775590495809,5,{0: 5},topk,0.05,11.0,"(2, 0)","[6, 2, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,256,11,5,greedy_degree,,625.82,626.035,200.212,189.3705,0.6800805343389473,0.6975081265424457,-0.0174275922034983,5,{0: 5},topk,0.17,11.0,"(1, 0)","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,256,11,5,greedy_bridge,,625.82,626.035,620.306,620.1615,0.0088108401776868,0.0093820633031698,-0.0005712231254829,5,{0: 5},topk,0.55,11.0,"(3, 6)","[9, 2]",,,,,,,,,,,,,,,,,,,,,
population,256,11,5,greedy_betweenness,,625.82,626.035,156.316,149.031,0.7502221085935253,0.7619446197097606,-0.0117225111162352,5,{0: 5},topk,0.14,11.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,256,11,5,greedy_spectral,,625.82,626.035,155.114,147.701,0.7521427886612764,0.7640691015678037,-0.0119263129065273,5,{0: 5},topk,0.14,11.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,256,11,5,alns,7.0,625.82,626.035,30.462,38.7715,0.951324662043399,0.9380681591284832,0.0132565029149158,5,{0: 5},max_iter,13.22,,,,300.0,245.0,"{0: 0.9041510894545083, 1: 0.5028657897044205, 2: 0.6851740555029062, 3: 0.4503630354743059}","{'random': 0.5177874835485001, 'probability': 0.8791493509631665, 'degree': 0.840585615110518, 'bridge': 0.5772371575855502, 'betweenness': 0.7446254729321569, 'spectral': 0.317733228541125}","{'random': 0.4527547205173633, 'worst': 0.5380887876112656, 'related': 0.8102668043692823}","{'random': 0, 'probability': 2, 'degree': 0, 'bridge': 0, 'betweenness': 1, 'spectral': 0}",{0: 3},"{0: 3, 1: 0, 2: 0, 3: 0}","{0: 103, 1: 67, 2: 79, 3: 51}","{'random': 0, 'probability': 4, 'degree': 1, 'bridge': 1, 'betweenness': 2, 'spectral': 1}","{0: 0, 1: 0, 2: 0, 3: 0}","{0: 11, 1: 448, 2: 9077, 3: 11279}","(1, 2)",300.0,20.0,6.0,0.1,0.4,0.1,3.0,
population,142,24,10,greedy_random,7.0,626.108,624.6125,271.278,289.1195,0.5667233129108715,0.5371218155256259,0.0296014973852456,10,{0: 10},topk,0.26,24.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,142,24,10,greedy_probability,,626.108,624.6125,55.182,63.401,0.9118650456470768,0.8984954671896576,0.0133695784574192,10,{0: 10},topk,0.06,24.0,"(1, 14)","[15, 5, 2, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,142,24,10,greedy_degree,,626.108,624.6125,194.076,216.4895,0.6900279185060725,0.6534019091836939,0.0366260093223785,10,{0: 10},topk,0.2,24.0,"(1, 0)","[4, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,142,24,10,greedy_bridge,,626.108,624.6125,624.57,623.721,0.0024564452139246,0.0014272849166482,0.0010291602972763,10,{0: 10},topk,0.58,24.0,"(10, 0)","[14, 10]",,,,,,,,,,,,,,,,,,,,,
population,142,24,10,greedy_betweenness,,626.108,624.6125,613.064,617.1235,0.0208334664307116,0.0119898336968919,0.0088436327338196,10,{0: 10},topk,0.59,24.0,"(1, 0)","[3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,142,24,10,greedy_spectral,,626.108,624.6125,611.812,616.158,0.0228331214423069,0.0135355920670815,0.0092975293752254,10,{0: 10},topk,0.59,24.0,"(1, 0)","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,142,24,10,alns,7.0,626.108,624.6125,24.232,42.6465,0.9612974119480984,0.9317232684264244,0.0295741435216739,10,{0: 10},max_iter,16.62,,,,300.0,293.0,"{0: 2.7195409642442048, 1: 0.4026268400483724, 2: 0.628267354209868, 3: 0.5059882051355161}","{'random': 1.8175305011138678, 'probability': 2.1982381977665755, 'degree': 0.4377657815455501, 'bridge': 0.4044669905160001, 'betweenness': 1.5172831397680206, 'spectral': 3.350708232841312}","{'random': 1.1232354340985944, 'worst': 1.9257689281913197, 'related': 2.4969663626196468}","{'random': 5, 'probability': 5, 'degree': 0, 'bridge': 0, 'betweenness': 1, 'spectral': 3}",{0: 14},"{0: 14, 1: 0, 2: 0, 3: 0}","{0: 134, 1: 52, 2: 60, 3: 54}","{'random': 3, 'probability': 4, 'degree': 1, 'bridge': 1, 'betweenness': 1, 'spectral': 1}","{0: 0, 1: 0, 2: 0, 3: 0}","{0: 24, 1: 624, 2: 9571, 3: 10394}","(1, 4)",300.0,20.0,6.0,0.1,0.4,0.1,3.0,
population,233,10,5,greedy_random,7.0,641.04,643.499,604.094,619.9135,0.0576344689878945,0.0366519606091074,0.0209825083787871,5,{0: 5},topk,0.55,10.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,233,10,5,greedy_probability,,641.04,643.499,40.024,31.913,0.937563958567328,0.9504070713396602,-0.012843112772332,5,{0: 5},topk,0.03,10.0,"(1, 5)","[6, 4]",,,,,,,,,,,,,,,,,,,,,
population,233,10,5,greedy_degree,,641.04,643.499,25.064,20.688,0.9609010358167978,0.967850765890856,-0.0069497300740583,5,{0: 5},topk,0.02,10.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,233,10,5,greedy_bridge,,641.04,643.499,603.93,620.923,0.057890303257207,0.0350831936024764,0.0228071096547305,5,{0: 5},topk,0.53,10.0,"(3, 5)","[8, 2]",,,,,,,,,,,,,,,,,,,,,
population,233,10,5,greedy_betweenness,,641.04,643.499,31.49,29.9925,0.950876700361912,0.9533915359619828,-0.002514835600071,5,{0: 5},topk,0.03,10.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,233,10,5,greedy_spectral,,641.04,643.499,32.866,28.3455,0.9487301884437788,0.9559509804988042,-0.0072207920550253,5,{0: 5},topk,0.03,10.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,233,10,5,alns,7.0,641.04,643.499,22.918,21.357,0.9642487208286534,0.9668111372356444,-0.002562416406991,5,{0: 5},max_iter,27.48,,,,300.0,273.0,"{0: 2.5017257817048613, 1: 1.943826908577105, 2: 1.86888100853512, 3: 1.7257170446705166}","{'random': 2.307873346027664, 'probability': 1.6265151873784802, 'degree': 2.841322059937492, 'bridge': 2.369370777636331, 'betweenness': 1.6195932229856151, 'spectral': 2.3409806998617912}","{'random': 1.8428503347373069, 'worst': 1.844364163557683, 'related': 2.3289420639147336}","{'random': 2, 'probability': 1, 'degree': 1, 'bridge': 2, 'betweenness': 1, 'spectral': 1}","{0: 6, 3: 1, 2: 1}","{0: 6, 1: 0, 2: 1, 3: 1}","{0: 73, 1: 66, 2: 98, 3: 63}","{'random': 7, 'probability': 3, 'degree': 14, 'bridge': 5, 'betweenness': 7, 'spectral': 6}","{0: 0, 1: 0, 2: 0, 3: 0}","{0: 10, 1: 271, 2: 5713, 3: 13560}","(1, 2)",300.0,20.0,6.0,0.1,0.4,0.1,3.0,
population,3,209,20,greedy_random,7.0,643.556,644.473,640.76,641.547,0.0043446102592471,0.0045401436522553,-0.0001955333930081,20,{0: 20},topk,0.56,209.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,3,209,20,greedy_probability,,643.556,644.473,636.63,639.665,0.0107620782029846,0.0074603590840888,0.0033017191188958,20,{0: 20},topk,0.56,209.0,"(16, 1)","[73, 56, 36, 23, 17, 3, 1]",,,,,,,,,,,,,,,,,,,,,
population,3,209,20,greedy_degree,,643.556,644.473,643.552,644.448,6.215465320869029e-06,3.879138458862119e-05,-3.257591926775216e-05,20,{0: 20},topk,0.55,209.0,"(2, 2)","[18, 16, 16, 13, 11, 10, 9, 9, 8, 7, 6, 5, 5, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,3,209,20,greedy_bridge,,643.556,644.473,641.968,642.9275,0.0024675397323621,0.0023980833952701,6.945633709198873e-05,20,{0: 20},topk,0.56,209.0,"(20, 18)","[171, 38]",,,,,,,,,,,,,,,,,,,,,
population,3,209,20,greedy_betweenness,,643.556,644.473,643.338,644.2365,0.0003387428599843,0.0003669664982085,-2.8223638224189607e-05,20,{0: 20},topk,0.58,209.0,"(1, 0)","[34, 7, 3, 3, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,3,209,20,greedy_spectral,,643.556,644.473,643.356,644.26,0.0003107732660406,0.0003305025966952,-1.9729330654527644e-05,20,{0: 20},topk,0.57,209.0,"(1, 0)","[16, 7, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,3,209,20,alns,7.0,643.556,644.473,639.406,640.4945,0.0064485452703417,0.0061732609434373,0.0002752843269043,20,"{0: 5, 1: 2, 2: 8, 3: 5}",max_iter,45.61,,,,300.0,301.0,"{0: 7.741566083788953, 1: 8.00990873682957, 2: 8.67912158782165, 3: 8.477951023659822}","{'random': 8.71663057153699, 'probability': 8.194821291874089, 'degree': 7.921582921027882, 'bridge': 7.948446924650662, 'betweenness': 8.543553878827453, 'spectral': 8.18039927183276}","{'random': 8.368820690464144, 'worst': 7.860537195727656, 'related': 8.595769315797348}","{'random': 1, 'probability': 2, 'degree': 0, 'bridge': 0, 'betweenness': 0, 'spectral': 1}","{2: 2, 3: 1, 0: 1}","{0: 1, 1: 0, 2: 2, 3: 1}","{0: 69, 1: 74, 2: 80, 3: 77}","{'random': 1, 'probability': 2, 'degree': 5, 'bridge': 3, 'betweenness': 1, 'spectral': 4}","{0: 0, 1: 0, 2: 0, 3: 0}","{0: 209, 1: 4651, 2: 13982, 3: 3379}","(2, 8)",300.0,20.0,6.0,0.1,0.4,0.1,3.0,
population,13,92,20,greedy_random,7.0,643.556,644.473,643.112,644.008,0.0006899166506101,0.0007215197533487,-3.1603102738642086e-05,20,{0: 20},topk,0.57,92.0,"(1, 0)","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
population,13,92,20,greedy_probability,,643.556,644.473,424.326,392.285,0.3406541155703622,0.3913088678656824,-0.0506547522953202,20,{0: 20},topk,0.36,92.0,"(7, 5)","[53, 14, 12, 7, 2, 1, 1, 1, 1]",,,,,,,,,,,,,,,,,,,,,
